"dataset","method","case_id","service","fault","repeat_no","n_train","n_cal","n_ab","alarm_fraction","detected","auc"
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_delay_3","ts-order-service","delay","3",180,120,300,0,FALSE,0.508
"RE1-TT","PCA","RE1-TT_ts-order-service_delay_4","ts-order-service","delay","4",180,120,300,0.983,TRUE,0.999
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_delay_4","ts-order-service","delay","4",180,120,300,0.097,FALSE,0.775
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_delay_4","ts-order-service","delay","4",180,120,300,0,FALSE,0.512
"RE1-TT","PCA","RE1-TT_ts-order-service_delay_5","ts-order-service","delay","5",180,120,300,0,FALSE,0.47
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_delay_5","ts-order-service","delay","5",180,120,300,0.027,FALSE,0.603
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_delay_5","ts-order-service","delay","5",180,120,300,0,FALSE,0.579
"RE1-TT","PCA","RE1-TT_ts-order-service_disk_1","ts-order-service","disk","1",180,120,300,0.993,TRUE,0.999
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_disk_1","ts-order-service","disk","1",180,120,300,0.137,TRUE,0.885
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_disk_1","ts-order-service","disk","1",180,120,300,0,FALSE,0.537
"RE1-TT","PCA","RE1-TT_ts-order-service_disk_2","ts-order-service","disk","2",180,120,300,0.953,TRUE,0.993
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_disk_2","ts-order-service","disk","2",180,120,300,0.553,TRUE,0.94
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_disk_2","ts-order-service","disk","2",180,120,300,0,FALSE,0.592
"RE1-TT","PCA","RE1-TT_ts-order-service_disk_3","ts-order-service","disk","3",180,120,300,0.97,TRUE,0.994
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_disk_3","ts-order-service","disk","3",180,120,300,0.063,FALSE,0.782
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_disk_3","ts-order-service","disk","3",180,120,300,0,FALSE,0.525
"RE1-TT","PCA","RE1-TT_ts-order-service_disk_4","ts-order-service","disk","4",180,120,300,0.957,TRUE,0.987
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_disk_4","ts-order-service","disk","4",180,120,300,0.073,FALSE,0.72
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_disk_4","ts-order-service","disk","4",180,120,300,0,FALSE,0.5
"RE1-TT","PCA","RE1-TT_ts-order-service_disk_5","ts-order-service","disk","5",180,120,300,0.98,TRUE,0.998
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_disk_5","ts-order-service","disk","5",180,120,300,0.04,FALSE,0.607
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_disk_5","ts-order-service","disk","5",180,120,300,0,FALSE,0.533
"RE1-TT","PCA","RE1-TT_ts-order-service_mem_1","ts-order-service","mem","1",180,120,300,0.343,TRUE,0.973
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_mem_1","ts-order-service","mem","1",180,120,300,0.47,TRUE,0.928
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_mem_1","ts-order-service","mem","1",180,120,300,0,FALSE,0.525
"RE1-TT","PCA","RE1-TT_ts-order-service_mem_2","ts-order-service","mem","2",180,120,300,0,FALSE,0.668
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_mem_2","ts-order-service","mem","2",180,120,300,0.28,TRUE,0.836
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_mem_2","ts-order-service","mem","2",180,120,300,0,FALSE,0.521
"RE1-TT","PCA","RE1-TT_ts-order-service_mem_3","ts-order-service","mem","3",180,120,300,0.327,TRUE,0.916
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_mem_3","ts-order-service","mem","3",180,120,300,0.617,TRUE,0.884
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_mem_3","ts-order-service","mem","3",180,120,300,0,FALSE,0.504
"RE1-TT","PCA","RE1-TT_ts-order-service_mem_4","ts-order-service","mem","4",180,120,300,0,FALSE,0.783
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_mem_4","ts-order-service","mem","4",180,120,300,0.487,TRUE,0.932
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_mem_4","ts-order-service","mem","4",180,120,300,0,FALSE,0.521
"RE1-TT","PCA","RE1-TT_ts-order-service_mem_5","ts-order-service","mem","5",180,120,300,0.987,TRUE,1
"RE1-TT","Isolation Forest","RE1-TT_ts-order-service_mem_5","ts-order-service","mem","5",180,120,300,0.54,TRUE,0.947
"RE1-TT","OC-SVM","RE1-TT_ts-order-service_mem_5","ts-order-service","mem","5",180,120,300,0,FALSE,0.525
"RE1-TT","PCA","RE1-TT_ts-route-service_cpu_1","ts-route-service","cpu","1",180,120,300,0.937,TRUE,0.988
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_cpu_1","ts-route-service","cpu","1",180,120,300,0.02,FALSE,0.804
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_cpu_1","ts-route-service","cpu","1",180,120,300,0,FALSE,0.575
"RE1-TT","PCA","RE1-TT_ts-route-service_cpu_2","ts-route-service","cpu","2",180,120,300,0.997,TRUE,1
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_cpu_2","ts-route-service","cpu","2",180,120,300,0.45,TRUE,0.932
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_cpu_2","ts-route-service","cpu","2",180,120,300,0,FALSE,0.508
"RE1-TT","PCA","RE1-TT_ts-route-service_cpu_3","ts-route-service","cpu","3",180,120,300,0.197,TRUE,0.509
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_cpu_3","ts-route-service","cpu","3",180,120,300,0.017,FALSE,0.554
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_cpu_3","ts-route-service","cpu","3",180,120,300,0,FALSE,0.567
"RE1-TT","PCA","RE1-TT_ts-route-service_cpu_4","ts-route-service","cpu","4",180,120,300,1,TRUE,1
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_cpu_4","ts-route-service","cpu","4",180,120,300,0.357,TRUE,0.892
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_cpu_4","ts-route-service","cpu","4",180,120,300,0,FALSE,0.512
"RE1-TT","PCA","RE1-TT_ts-route-service_cpu_5","ts-route-service","cpu","5",180,120,300,0.967,TRUE,0.999
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_cpu_5","ts-route-service","cpu","5",180,120,300,0.147,TRUE,0.692
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_cpu_5","ts-route-service","cpu","5",180,120,300,0,FALSE,0.592
"RE1-TT","PCA","RE1-TT_ts-route-service_delay_1","ts-route-service","delay","1",180,120,300,0.473,TRUE,0.776
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_delay_1","ts-route-service","delay","1",180,120,300,0.833,TRUE,0.977
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_delay_1","ts-route-service","delay","1",180,120,300,0,FALSE,0.512
"RE1-TT","PCA","RE1-TT_ts-route-service_delay_2","ts-route-service","delay","2",180,120,300,0.01,FALSE,0.942
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_delay_2","ts-route-service","delay","2",180,120,300,0.94,TRUE,0.984
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_delay_2","ts-route-service","delay","2",180,120,300,0,FALSE,0.658
"RE1-TT","PCA","RE1-TT_ts-route-service_delay_3","ts-route-service","delay","3",180,120,300,0.977,TRUE,0.996
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_delay_3","ts-route-service","delay","3",180,120,300,0.363,TRUE,0.878
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_delay_3","ts-route-service","delay","3",180,120,300,0,FALSE,0.508
"RE1-TT","PCA","RE1-TT_ts-route-service_delay_4","ts-route-service","delay","4",180,120,300,0.88,TRUE,0.981
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_delay_4","ts-route-service","delay","4",180,120,300,0.697,TRUE,0.92
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_delay_4","ts-route-service","delay","4",180,120,300,0,FALSE,0.546
"RE1-TT","PCA","RE1-TT_ts-route-service_delay_5","ts-route-service","delay","5",180,120,300,0.313,TRUE,0.824
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_delay_5","ts-route-service","delay","5",180,120,300,0.71,TRUE,0.951
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_delay_5","ts-route-service","delay","5",180,120,300,0,FALSE,0.575
"RE1-TT","PCA","RE1-TT_ts-route-service_disk_1","ts-route-service","disk","1",180,120,300,0.783,TRUE,0.96
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_disk_1","ts-route-service","disk","1",180,120,300,0.07,FALSE,0.81
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_disk_1","ts-route-service","disk","1",180,120,300,0,FALSE,0.5
"RE1-TT","PCA","RE1-TT_ts-route-service_disk_2","ts-route-service","disk","2",180,120,300,1,TRUE,1
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_disk_2","ts-route-service","disk","2",180,120,300,0.12,TRUE,0.815
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_disk_2","ts-route-service","disk","2",180,120,300,0,FALSE,0.5
"RE1-TT","PCA","RE1-TT_ts-route-service_disk_3","ts-route-service","disk","3",180,120,300,0.993,TRUE,1
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_disk_3","ts-route-service","disk","3",180,120,300,0.99,TRUE,0.999
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_disk_3","ts-route-service","disk","3",180,120,300,0,FALSE,0.525
"RE1-TT","PCA","RE1-TT_ts-route-service_disk_4","ts-route-service","disk","4",180,120,300,0.923,TRUE,0.978
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_disk_4","ts-route-service","disk","4",180,120,300,0.747,TRUE,0.947
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_disk_4","ts-route-service","disk","4",180,120,300,0,FALSE,0.529
"RE1-TT","PCA","RE1-TT_ts-route-service_disk_5","ts-route-service","disk","5",180,120,300,0.96,TRUE,0.99
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_disk_5","ts-route-service","disk","5",180,120,300,0.103,TRUE,0.884
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_disk_5","ts-route-service","disk","5",180,120,300,0,FALSE,0.596
"RE1-TT","PCA","RE1-TT_ts-route-service_mem_1","ts-route-service","mem","1",180,120,300,0.353,TRUE,0.957
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_mem_1","ts-route-service","mem","1",180,120,300,0.423,TRUE,0.972
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_mem_1","ts-route-service","mem","1",180,120,300,0,FALSE,0.512
"RE1-TT","PCA","RE1-TT_ts-route-service_mem_2","ts-route-service","mem","2",180,120,300,0.07,FALSE,0.839
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_mem_2","ts-route-service","mem","2",180,120,300,0.933,TRUE,0.973
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_mem_2","ts-route-service","mem","2",180,120,300,0,FALSE,0.5
"RE1-TT","PCA","RE1-TT_ts-route-service_mem_3","ts-route-service","mem","3",180,120,300,0.98,TRUE,0.999
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_mem_3","ts-route-service","mem","3",180,120,300,0.263,TRUE,0.876
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_mem_3","ts-route-service","mem","3",180,120,300,0,FALSE,0.571
"RE1-TT","PCA","RE1-TT_ts-route-service_mem_4","ts-route-service","mem","4",180,120,300,0.723,TRUE,0.986
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_mem_4","ts-route-service","mem","4",180,120,300,0.597,TRUE,0.89
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_mem_4","ts-route-service","mem","4",180,120,300,0,FALSE,0.508
"RE1-TT","PCA","RE1-TT_ts-route-service_mem_5","ts-route-service","mem","5",180,120,300,0.983,TRUE,0.999
"RE1-TT","Isolation Forest","RE1-TT_ts-route-service_mem_5","ts-route-service","mem","5",180,120,300,0.013,FALSE,0.851
"RE1-TT","OC-SVM","RE1-TT_ts-route-service_mem_5","ts-route-service","mem","5",180,120,300,0,FALSE,0.542
"RE1-TT","PCA","RE1-TT_ts-train-service_cpu_1","ts-train-service","cpu","1",180,120,300,1,TRUE,0.998
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_cpu_1","ts-train-service","cpu","1",180,120,300,0.233,TRUE,0.894
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_cpu_1","ts-train-service","cpu","1",180,120,300,0,FALSE,0.517
"RE1-TT","PCA","RE1-TT_ts-train-service_cpu_2","ts-train-service","cpu","2",180,120,300,0.187,TRUE,0.722
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_cpu_2","ts-train-service","cpu","2",180,120,300,0.28,TRUE,0.807
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_cpu_2","ts-train-service","cpu","2",180,120,300,0,FALSE,0.504
"RE1-TT","PCA","RE1-TT_ts-train-service_cpu_3","ts-train-service","cpu","3",180,120,300,0.123,TRUE,0.578
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_cpu_3","ts-train-service","cpu","3",180,120,300,0.077,FALSE,0.74
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_cpu_3","ts-train-service","cpu","3",180,120,300,0,FALSE,0.6
"RE1-TT","PCA","RE1-TT_ts-train-service_cpu_4","ts-train-service","cpu","4",180,120,300,0.06,FALSE,0.59
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_cpu_4","ts-train-service","cpu","4",180,120,300,0.047,FALSE,0.748
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_cpu_4","ts-train-service","cpu","4",180,120,300,0,FALSE,0.5
"RE1-TT","PCA","RE1-TT_ts-train-service_cpu_5","ts-train-service","cpu","5",180,120,300,1,TRUE,1
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_cpu_5","ts-train-service","cpu","5",180,120,300,0.173,TRUE,0.833
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_cpu_5","ts-train-service","cpu","5",180,120,300,0,FALSE,0.55
"RE1-TT","PCA","RE1-TT_ts-train-service_delay_1","ts-train-service","delay","1",180,120,300,0.067,FALSE,0.293
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_delay_1","ts-train-service","delay","1",180,120,300,0.807,TRUE,0.965
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_delay_1","ts-train-service","delay","1",180,120,300,0,FALSE,0.546
"RE1-TT","PCA","RE1-TT_ts-train-service_delay_2","ts-train-service","delay","2",180,120,300,1,TRUE,1
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_delay_2","ts-train-service","delay","2",180,120,300,0.933,TRUE,0.975
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_delay_2","ts-train-service","delay","2",180,120,300,0,FALSE,0.729
"RE1-TT","PCA","RE1-TT_ts-train-service_delay_3","ts-train-service","delay","3",180,120,300,1,TRUE,1
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_delay_3","ts-train-service","delay","3",180,120,300,0.673,TRUE,0.925
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_delay_3","ts-train-service","delay","3",180,120,300,0,FALSE,0.571
"RE1-TT","PCA","RE1-TT_ts-train-service_delay_4","ts-train-service","delay","4",180,120,300,0,FALSE,0.522
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_delay_4","ts-train-service","delay","4",180,120,300,0.76,TRUE,0.964
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_delay_4","ts-train-service","delay","4",180,120,300,0,FALSE,0.583
"RE1-TT","PCA","RE1-TT_ts-train-service_delay_5","ts-train-service","delay","5",180,120,300,0.973,TRUE,0.999
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_delay_5","ts-train-service","delay","5",180,120,300,0.76,TRUE,0.975
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_delay_5","ts-train-service","delay","5",180,120,300,0,FALSE,0.517
"RE1-TT","PCA","RE1-TT_ts-train-service_disk_1","ts-train-service","disk","1",180,120,300,0.977,TRUE,0.999
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_disk_1","ts-train-service","disk","1",180,120,300,0.857,TRUE,0.982
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_disk_1","ts-train-service","disk","1",180,120,300,0,FALSE,0.512
"RE1-TT","PCA","RE1-TT_ts-train-service_disk_2","ts-train-service","disk","2",180,120,300,0.927,TRUE,0.991
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_disk_2","ts-train-service","disk","2",180,120,300,0.47,TRUE,0.933
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_disk_2","ts-train-service","disk","2",180,120,300,0,FALSE,0.8
"RE1-TT","PCA","RE1-TT_ts-train-service_disk_3","ts-train-service","disk","3",180,120,300,0.967,TRUE,0.995
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_disk_3","ts-train-service","disk","3",180,120,300,0.063,FALSE,0.731
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_disk_3","ts-train-service","disk","3",180,120,300,0,FALSE,0.504
"RE1-TT","PCA","RE1-TT_ts-train-service_disk_4","ts-train-service","disk","4",180,120,300,0.957,TRUE,0.99
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_disk_4","ts-train-service","disk","4",180,120,300,0.113,TRUE,0.659
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_disk_4","ts-train-service","disk","4",180,120,300,0,FALSE,0.554
"RE1-TT","PCA","RE1-TT_ts-train-service_disk_5","ts-train-service","disk","5",180,120,300,0.873,TRUE,0.921
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_disk_5","ts-train-service","disk","5",180,120,300,0.133,TRUE,0.781
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_disk_5","ts-train-service","disk","5",180,120,300,0,FALSE,0.579
"RE1-TT","PCA","RE1-TT_ts-train-service_mem_1","ts-train-service","mem","1",180,120,300,0.147,TRUE,0.963
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_mem_1","ts-train-service","mem","1",180,120,300,0.593,TRUE,0.976
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_mem_1","ts-train-service","mem","1",180,120,300,0,FALSE,0.575
"RE1-TT","PCA","RE1-TT_ts-train-service_mem_2","ts-train-service","mem","2",180,120,300,1,TRUE,1
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_mem_2","ts-train-service","mem","2",180,120,300,0.913,TRUE,0.982
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_mem_2","ts-train-service","mem","2",180,120,300,0,FALSE,0.512
"RE1-TT","PCA","RE1-TT_ts-train-service_mem_3","ts-train-service","mem","3",180,120,300,0.99,TRUE,0.999
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_mem_3","ts-train-service","mem","3",180,120,300,0.453,TRUE,0.91
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_mem_3","ts-train-service","mem","3",180,120,300,0,FALSE,0.508
"RE1-TT","PCA","RE1-TT_ts-train-service_mem_4","ts-train-service","mem","4",180,120,300,0.38,TRUE,0.969
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_mem_4","ts-train-service","mem","4",180,120,300,0.387,TRUE,0.865
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_mem_4","ts-train-service","mem","4",180,120,300,0,FALSE,0.5
"RE1-TT","PCA","RE1-TT_ts-train-service_mem_5","ts-train-service","mem","5",180,120,300,0.56,TRUE,0.985
"RE1-TT","Isolation Forest","RE1-TT_ts-train-service_mem_5","ts-train-service","mem","5",180,120,300,0.743,TRUE,0.977
"RE1-TT","OC-SVM","RE1-TT_ts-train-service_mem_5","ts-train-service","mem","5",180,120,300,0,FALSE,0.533
"RE1-TT","PCA","RE1-TT_ts-travel-service_cpu_1","ts-travel-service","cpu","1",180,120,300,0,FALSE,0.43
"RE1-TT","Isolation Forest","RE1-TT_ts-travel-service_cpu_1","ts-travel-service","cpu","1",180,120,300,0.563,TRUE,0.917
"RE1-TT","OC-SVM","RE1-TT_ts-travel-service_cpu_1","ts-travel-service","cpu","1",180,120,300,0,FALSE,0.571
"RE1-TT","PCA","RE1-TT_ts-travel-service_cpu_2","ts-travel-service","cpu","2",180,120,300,0.98,TRUE,0.998
"RE1-TT","Isolation Forest","RE1-TT_ts-travel-service_cpu_2","ts-travel-service","cpu","2",180,120,300,0.223,TRUE,0.759
"RE1-TT","OC-SVM","RE1-TT_ts-travel-service_cpu_2","ts-travel-service","cpu","2",180,120,300,0,FALSE,0.579
"RE1-TT","PCA","RE1-TT_ts-travel-service_cpu_3","ts-travel-service","cpu","3",180,120,300,0.237,TRUE,0.981
"RE1-TT","Isolation Forest","RE1-TT_ts-travel-service_cpu_3","ts-travel-service","cpu","3",180,120,300,0.02,FALSE,0.721
"RE1-TT","OC-SVM","RE1-TT_ts-travel-service_cpu_3","ts-travel-service","cpu","3",180,120,300,0,FALSE,0.725
"RE1-TT","PCA","RE1-TT_ts-travel-service_cpu_4","ts-travel-service","cpu","4",180,120,300,1,TRUE,1
"RE1-TT","Isolation Forest","RE1-TT_ts-travel-service_cpu_4","ts-travel-service","cpu","4",180,120,300,0.15,TRUE,0.741
"RE1-TT","OC-SVM","RE1-TT_ts-travel-service_cpu_4","ts-travel-service","cpu","4",180,120,300,0,FALSE,0.512
"RE1-TT","PCA","RE1-TT_ts-travel-service_cpu_5","ts-travel-service","cpu","5",180,120,300,0.92,TRUE,0.991
"RE1-TT","Isolation Forest","RE1-TT_ts-travel-service_cpu_5","ts-travel-service","cpu","5",180,120,300,0.053,FALSE,0.55
"RE1-TT","OC-SVM","RE1-TT_ts-travel-service_cpu_5","ts-travel-service","cpu","5",180,120,300,0,FALSE,0.558
"RE1-TT","PCA","RE1-TT_ts-travel-service_delay_1","ts-travel-service","delay","1",180,120,300,0.997,TRUE,1
"RE1-TT","Isolation Forest","RE1-TT_ts-travel-service_delay_1","ts-travel-service","delay","1",180,120,300,0.557,TRUE,0.927
"RE1-TT","OC-SVM","RE1-TT_ts-travel-service_delay_1","ts-travel-service","delay","1",180,120,300,0,FALSE,0.571
"RE1-TT","PCA","RE1-TT_ts-travel-service_delay_2","ts-travel-service","delay","2",180,120,300,0.823,TRUE,0.98
"RE1-TT","Isolation Forest","RE1-TT_ts-travel-service_delay_2","ts-travel-service","delay","2",180,120,300,0.377,TRUE,0.859
"RE1-TT","OC-SVM","RE1-TT_ts-travel-service_delay_2","ts-travel-service","delay","2",180,120,300,0,FALSE,0.546
"RE1-TT","PCA","RE1-TT_ts-travel-service_delay_3","ts-travel-service","delay","3",180,120,300,0.607,TRUE,0.952
"RE1-TT","Isolation Forest","RE1-TT_ts-travel-service_delay_3","ts-travel-service","delay","3",180,120,300,0.057,FALSE,0.693
"RE1-TT","OC-SVM","RE1-TT_ts-travel-service_delay_3","ts-travel-service","delay","3",180,120,300,0,FALSE,0.5
"RE1-TT","PCA","RE1-TT_ts-travel-service_delay_4","ts-travel-service","delay","4",180,120,300,0.977,TRUE,0.997
"RE1-TT","Isolation Forest","RE1-TT_ts-travel-service_delay_4","ts-travel-service","delay","4",180,120,300,0.55,TRUE,0.944
"RE1-TT","OC-SVM","RE1-TT_ts-travel-service_delay_4","ts-travel-service","delay","4",180,120,300,0,FALSE,0.658
"RE1-TT","PCA","RE1-TT_ts-travel-service_delay_5","ts-travel-service","delay","5",180,120,300,1,TRUE,1
"RE1-TT","Isolation Forest","RE1-TT_ts-travel-service_delay_5","ts-travel-service","delay","5",180,120,300,0.3,TRUE,0.888
"RE1-TT","OC-SVM","RE1-TT_ts-travel-service_delay_5","ts-travel-service","delay","5",180,120,300,0,FALSE,0.571
"RE1-TT","PCA","RE1-TT_ts-travel-service_disk_1","ts-travel-service","disk","1",180,120,300,0.953,TRUE,0.965
"RE1-TT","Isolation Forest","RE1-TT_ts-travel-service_disk_1","ts-travel-service","disk","1",180,120,300,0.777,TRUE,0.974
"RE1-TT","OC-SVM","RE1-TT_ts-travel-service_disk_1","ts-travel-service","disk","1",180,120,300,0,FALSE,0.508
"RE1-TT","PCA","RE1-TT_ts-travel-service_disk_2","ts-travel-service","disk","2",180,120,300,0.363,TRUE,0.926
"RE1-TT","Isolation Forest","RE1-TT_ts-travel-service_disk_2","ts-travel-service","disk","2",180,120,300,0.113,TRUE,0.912
"RE1-TT","OC-SVM","RE1-TT_ts-travel-service_disk_2","ts-travel-service","disk","2",180,120,300,0,FALSE,0.55
"RE1-TT","PCA","RE1-TT_ts-travel-service_disk_3","ts-travel-service","disk","3",180,120,300,1,TRUE,1
"RE1-TT","Isolation Forest","RE1-TT_ts-travel-service_disk_3","ts-travel-service","disk","3",180,120,300,0.363,TRUE,0.938
"RE1-TT","OC-SVM","RE1-TT_ts-travel-service_disk_3","ts-travel-service","disk","3",180,120,300,0,FALSE,0.562
"RE1-TT","PCA","RE1-TT_ts-travel-service_disk_4","ts-travel-service","disk","4",180,120,300,0.517,TRUE,0.946
"RE1-TT","Isolation Forest","RE1-TT_ts-travel-service_disk_4","ts-travel-service","disk","4",180,120,300,0.47,TRUE,0.911
"RE1-TT","OC-SVM","RE1-TT_ts-travel-service_disk_4","ts-travel-service","disk","4",180,120,300,0,FALSE,0.508
"RE1-TT","PCA","RE1-TT_ts-travel-service_disk_5","ts-travel-service","disk","5",180,120,300,0.967,TRUE,0.989
"RE1-TT","Isolation Forest","RE1-TT_ts-travel-service_disk_5","ts-travel-service","disk","5",180,120,300,0.57,TRUE,0.958
"RE1-TT","OC-SVM","RE1-TT_ts-travel-service_disk_5","ts-travel-service","disk","5",180,120,300,0,FALSE,0.517
"RE1-TT","PCA","RE1-TT_ts-travel-service_mem_1","ts-travel-service","mem","1",180,120,300,0,FALSE,0.644
"RE1-TT","Isolation Forest","RE1-TT_ts-travel-service_mem_1","ts-travel-service","mem","1",180,120,300,0.297,TRUE,0.882
"RE1-TT","OC-SVM","RE1-TT_ts-travel-service_mem_1","ts-travel-service","mem","1",180,120,300,0,FALSE,0.5
"RE1-TT","PCA","RE1-TT_ts-travel-service_mem_2","ts-travel-service","mem","2",180,120,300,1,TRUE,1
"RE1-TT","Isolation Forest","RE1-TT_ts-travel-service_mem_2","ts-travel-service","mem","2",180,120,300,0.943,TRUE,0.998
"RE1-TT","OC-SVM","RE1-TT_ts-travel-service_mem_2","ts-travel-service","mem","2",180,120,300,0,FALSE,0.542
"RE1-TT","PCA","RE1-TT_ts-travel-service_mem_3","ts-travel-service","mem","3",180,120,300,1,TRUE,1
"RE1-TT","Isolation Forest","RE1-TT_ts-travel-service_mem_3","ts-travel-service","mem","3",180,120,300,0.7,TRUE,0.95
"RE1-TT","OC-SVM","RE1-TT_ts-travel-service_mem_3","ts-travel-service","mem","3",180,120,300,0,FALSE,0.512
"RE1-TT","PCA","RE1-TT_ts-travel-service_mem_4","ts-travel-service","mem","4",180,120,300,0.767,TRUE,0.992
"RE1-TT","Isolation Forest","RE1-TT_ts-travel-service_mem_4","ts-travel-service","mem","4",180,120,300,0.187,TRUE,0.893
"RE1-TT","OC-SVM","RE1-TT_ts-travel-service_mem_4","ts-travel-service","mem","4",180,120,300,0,FALSE,0.504
"RE1-TT","PCA","RE1-TT_ts-travel-service_mem_5","ts-travel-service","mem","5",180,120,300,1,TRUE,1
"RE1-TT","Isolation Forest","RE1-TT_ts-travel-service_mem_5","ts-travel-service","mem","5",180,120,300,0.423,TRUE,0.955
